Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10
HYBRID,F3,0.7793707847595215,72464.75217290671,16268.762420350578,212.0863394227028,207.88040150841425,199.8499687694551,34.06314401954926,0.005154238022655656,5.910958132360236e-05,4.689141690002534e-05,2.299819838031446e-05
HYBRID,F3,0.8041355609893799,125632.38431793312,9874.015263379068,8162.280045600581,7627.311679540673,5682.531554957399,1757.1936300366224,1757.1936300366224,927.9554768097269,256.21319091900796,23.42037320267713
HYBRID,F3,0.7778463363647461,131540.99904502998,27078.58544504628,160.1591967567888,155.01276029581953,150.08426357239813,124.11318655550275,103.85035494157471,0.7136357228869625,9.502205072801382e-05,4.270341979054348e-05
HYBRID,F3,0.9523491859436035,107618.5973874811,57368.44403578938,50398.08610554845,50329.368729722126,19968.14552298828,262.38712404422034,255.16769111308696,20.18717543512754,0.2669997263197186,0.06427947835213159
HYBRID,F3,0.8577871322631836,164170.5040835461,164170.5040835461,159061.54536212282,247.33392878905127,238.72905900923433,233.50935088378958,225.33283933890274,196.0338293674482,18.972161756094234,0.4412753765382227
HYBRID,F3,0.779076099395752,141916.84986066847,17231.24979578081,17155.67086651803,17042.81624222852,16984.661194337586,13043.885895587891,555.1174427089546,336.13883864659965,239.6275561251533,161.41993033856772
HYBRID,F3,0.8264553546905518,133214.26838527995,56016.99450660171,55910.565866559715,19390.998945168623,0.007589462752886931,3.5533265934643e-05,3.5533265934643e-05,3.5533265934643e-05,3.2620029879709956e-05,2.8713936811042326e-05
HYBRID,F3,0.8865101337432861,157397.40547016417,54.956329708781894,51.67660517819419,47.68519940320997,45.50532175238831,41.97460791639803,38.83921036719105,35.055147958364735,5.217552177766114,0.07108118472516749
HYBRID,F3,0.8215591907501221,93541.41667418461,63724.564975840156,47795.61305891878,32.00638684942659,29.44695136348163,4.367068847888944,0.05902206038249458,0.008095224656351926,4.4734719141304654e-05,3.4840569081753006e-05
HYBRID,F3,0.8688192367553711,210632.55144619907,53861.48299731949,18349.38976755335,4844.337745898789,364.4152951227507,13.895983142479157,12.519317286038863,10.750699486128832,0.11013987522411428,0.00014121080610879979
HYBRID,F4,0.246229887008667,87.32174196775647,2.0455215415623753,2.0428737251473676,2.0399818125270306,1.985053590601627,1.8439481285732462,0.0016825434186620845,0.0016825434186620845,0.0013850075911631338,0.0013850075911631338
HYBRID,F4,0.25618410110473633,90.81963031744004,0.30598073597488445,0.30460064687885513,0.3019303818113114,0.298900601523362,0.2978391020728677,0.2933131711853722,0.1970678141064033,0.1532129963973639,0.10826985015583268
HYBRID,F4,0.2591705322265625,86.3620157808357,0.5278185191329207,0.5263254706976761,0.5248058273684694,0.5236687959534565,0.5221750385273131,0.5206713490262072,0.4686043788203306,0.03137872358379987,0.02934289986631116
HYBRID,F4,0.2258608341217041,86.32465062955892,0.07485618004439476,0.0723878064488817,0.0704370555270927,0.06859058362781265,0.06630779006197404,0.06264241884573668,0.052527564318193776,0.04868109601852366,0.044329060899616086
HYBRID,F4,0.21567320823669434,85.99273852996774,0.9511823934646503,0.3934131012637343,0.33423837819062213,0.29998368960636945,0.29520716272454234,0.2754404218061469,0.2300556723372561,0.0074107681178172844,0.005412451622682599
HYBRID,F4,0.25095510482788086,78.48946300934941,0.18241720929738972,0.18132464186255942,0.1800749164163257,0.17809547451196048,0.1715664486747076,0.0033844975055224496,0.0016846269445195611,0.0016545974777136606,0.0014637713091517136
HYBRID,F4,0.21720242500305176,86.3746935487201,3.745027169393485,0.3789357444296009,0.12329442000592433,0.12095243658031936,0.11878900413499212,0.07704267416010009,0.0020401871215036684,0.0014304077528584601,0.0013970102583915156
HYBRID,F4,0.2655515670776367,89.66229298482446,0.4392986526562186,0.43749172980351114,0.43474806600573734,0.4317412935799062,0.030104306202309857,0.026391768825954336,0.01088240746310846,0.008044531066148532,0.006325287730382508
HYBRID,F4,0.2171192169189453,86.62665378489453,0.48797575546535,0.4851454424111246,0.48262381521159425,0.3603823407827758,0.16243993003355311,0.0447738408580617,0.014062813258159501,0.0025351692015786235,0.0015052710733937523
HYBRID,F4,0.2647104263305664,88.71314319336452,1.4520215789445121,1.2208236327514914,0.0670250502458151,0.0649210356636266,0.06270155684018301,0.060972194217697014,0.05837859514840734,0.05714457508969928,0.053844366934618894
